job_title,ai_impact,task_count,ai_model,ai_workload_ratio,domain_area
Personal Injury Attorney,25%,423,1288,0.3284161491,Supply Chain & Logistics
Trial Attorney,25%,377,1152,0.3272569444,Law Enforcement
Animal Control Officer,25%,161,1239,0.1299435028,Construction
Veterinary Assistant,25%,285,898,0.3173719376,Sales & Marketing
Community Health Worker,25%,227,1556,0.1458868895,Hospitality
Community Liaison,25%,246,1602,0.1535580524,Communication & PR
Family Advocate,25%,295,2066,0.1427879961,Data & IT
Peer Support Specialist,25%,524,1571,0.3335455124,Administrative & Clerical
Victim Advocate,25%,462,1328,0.3478915663,Leadership & Strategy
Recreation Specialist,25%,607,1585,0.3829652997,Medical & Healthcare
Sports,25%,575,1415,0.406360424,Supply Chain & Logistics
Apartment Leasing Agent,25%,240,1595,0.1504702194,Law Enforcement
Apartment Property Manager,25%,233,1537,0.1515940143,Construction
Commercial Property Manager,25%,224,1516,0.1477572559,Sales & Marketing
Housing Counselor,25%,255,1802,0.141509434,Hospitality
Leasing Agent,25%,281,1933,0.1453698914,Communication & PR
Leasing Consultant,25%,280,1933,0.1448525608,Data & IT
Leasing Specialist,25%,285,1943,0.1466803911,Administrative & Clerical
Regional Property Manager,25%,627,1724,0.3636890951,Leadership & Strategy
Security Guard,25%,245,869,0.2819332566,Medical & Healthcare
Senior Planner,25%,604,1618,0.3733003708,Supply Chain & Logistics
Title Officer,25%,532,1467,0.3626448534,Law Enforcement
Transaction Coordinator,25%,652,1836,0.3551198257,Construction
Certified Phlebotomy Technician,25%,136,889,0.1529808774,Sales & Marketing
Clinical Technician,25%,154,1236,0.1245954693,Hospitality
Environmental Planner,25%,268,1848,0.145021645,Communication & PR
Health Physicist,25%,233,1701,0.1369782481,Data & IT
Industrial Hygienist,25%,241,1794,0.1343366778,Administrative & Clerical
Laboratory Manager,25%,277,1897,0.1460200316,Leadership & Strategy
Library Clerk,25%,245,1394,0.1757532281,Medical & Healthcare
Meteorologist,25%,320,1074,0.2979515829,Supply Chain & Logistics
Microbiology Technician,25%,378,1223,0.3090760425,Law Enforcement
Renewable Energy,25%,348,1115,0.3121076233,Construction
Scientist,25%,315,1068,0.2949438202,Sales & Marketing
Seismologist,25%,268,988,0.2712550607,Hospitality
Accounting Administrator,25%,219,1577,0.1388712746,Communication & PR
Accounting Director,25%,194,1417,0.1369089626,Data & IT
Accounts Payable Coordinator,25%,225,1585,0.141955836,Administrative & Clerical
Acquisition Specialist,25%,202,1427,0.1415557113,Leadership & Strategy
Aml Analyst,25%,205,1409,0.1454932576,Medical & Healthcare
Assistant Controller,25%,225,1504,0.1496010638,Supply Chain & Logistics
Banking Analyst,25%,218,1530,0.1424836601,Law Enforcement
Business Banker,25%,209,1452,0.1439393939,Construction
Commercial Banker,25%,209,1447,0.1444367657,Sales & Marketing
Economist,25%,214,1450,0.1475862069,Hospitality
Fund Manager,25%,285,1874,0.1520811099,Communication & PR
Investment Banker,25%,277,1869,0.1482075976,Data & IT
Junior Accountant,25%,282,1921,0.1467985424,Administrative & Clerical
Loan Originator,25%,292,1940,0.1505154639,Leadership & Strategy
Procurement Administrator,25%,577,1652,0.3492736077,Medical & Healthcare
Senior Credit Analyst,25%,571,1601,0.3566520924,Supply Chain & Logistics
Treasurer,25%,417,1271,0.3280881196,Law Enforcement
Trust Officer,25%,426,1258,0.3386327504,Construction
Cancer Registrar,25%,179,1323,0.1352985639,Sales & Marketing
Clinical Liaison,25%,221,1520,0.1453947368,Hospitality
Pattern Maker,25%,194,1674,0.1158900836,Communication & PR
Product Design Engineer,25%,260,1939,0.134089737,Data & IT
Stock Clerk,25%,151,1036,0.1457528958,Administrative & Clerical
Center Manager,25%,209,1542,0.135538262,Leadership & Strategy
Transportation Supervisor,25%,179,1419,0.1261451727,Medical & Healthcare
Warehouse Assistant,25%,167,1187,0.1406908172,Supply Chain & Logistics
DBA,25%,172,1322,0.1301059002,Law Enforcement
Chief Development Officer,25%,180,1347,0.1336302895,Construction
Business Director,25%,186,1358,0.1369661267,Sales & Marketing
Dermatology Nurse Practitioner,25%,137,1167,0.11739503,Hospitality
Budtender,25%,122,980,0.1244897959,Communication & PR
Manufacturing Manager,25%,194,1364,0.142228739,Data & IT
Kitchen Designer,25%,219,1889,0.1159343568,Administrative & Clerical
Chief Nursing Officer,25%,174,1334,0.1304347826,Leadership & Strategy
Director Of Radiology,25%,152,1122,0.1354723708,Medical & Healthcare
Health Unit Coordinator,25%,197,1531,0.1286740692,Supply Chain & Logistics
Hospital Director,25%,164,1291,0.1270333075,Law Enforcement
Social Work Case Manager,25%,199,1530,0.1300653595,Construction
Information Officer,25%,208,1454,0.1430536451,Sales & Marketing
Interaction Designer,25%,271,2044,0.1325831703,Hospitality
Corporate Recruiter,25%,222,1472,0.1508152174,Communication & PR
Assistant Front Office Manager,25%,213,1552,0.137242268,Data & IT
Facilities Director,25%,171,1283,0.1332813718,Administrative & Clerical
Operations Team Leader,25%,193,1460,0.1321917808,Leadership & Strategy
Transportation Planner,25%,188,1413,0.1330502477,Medical & Healthcare
Screen Printer,25%,197,1708,0.1153395785,Supply Chain & Logistics
Warehouse Coordinator,25%,177,1198,0.1477462437,Law Enforcement
District Manager,25%,198,1529,0.1294964029,Construction
Economic Analyst,25%,206,1401,0.1470378301,Sales & Marketing
Employee Relations Manager,25%,212,1356,0.1563421829,Hospitality
Field Manager,25%,220,1459,0.1507882111,Communication & PR
Field Sales Manager,25%,222,1454,0.1526822558,Data & IT
Food Service Manager,25%,222,1505,0.1475083056,Administrative & Clerical
Franchise Manager,25%,229,1480,0.1547297297,Leadership & Strategy
General Manager,25%,231,1484,0.1556603774,Medical & Healthcare
Human Resources Manager,25%,297,1994,0.1489468405,Supply Chain & Logistics
Key Account Manager,25%,310,2020,0.1534653465,Law Enforcement
Labor Relations Manager,25%,237,1714,0.1382730455,Construction
Learning And Development Manager,25%,312,2046,0.1524926686,Sales & Marketing
National Account Manager,25%,194,1208,0.1605960265,Hospitality
Operations Manager,25%,232,1461,0.1587953457,Communication & PR
Policy Analyst,25%,240,2019,0.1188707281,Data & IT
Press Secretary,25%,241,1950,0.1235897436,Administrative & Clerical
Program Manager,24%,276,2003,0.13779331,Leadership & Strategy
Public Relations Manager,24%,291,2380,0.1222689076,Medical & Healthcare
Real Estate Manager,24%,272,2354,0.1155480034,Supply Chain & Logistics
Regional Operations Manager,24%,254,1877,0.1353223229,Law Enforcement
Regional Sales Director,24%,270,1942,0.1390319258,Construction
Regulatory Affairs Manager,24%,259,1843,0.1405317417,Sales & Marketing
Sales Manager,23%,293,1997,0.1467200801,Hospitality
Senior Operations Manager,23%,260,1861,0.1397098334,Communication & PR
Tour Manager,22%,192,1442,0.133148405,Data & IT
Unit Manager,22%,182,1386,0.1313131313,Administrative & Clerical
Validation Manager,22%,174,1326,0.1312217195,Leadership & Strategy
Vice President Of Sales,22%,202,1458,0.1385459534,Medical & Healthcare
Car Dealer,22%,5,20,0.25,Supply Chain & Logistics
Distribution Supervisor,22%,8,57,0.1403508772,Law Enforcement
Jewelry Consultant,22%,155,1189,0.1303616484,Construction
Licensed Customs Broker,22%,167,1252,0.1333865815,Sales & Marketing
Sales Coach,22%,285,1996,0.1427855711,Hospitality
Sales Director,22%,296,2158,0.1371640408,Communication & PR
Sales Supervisor,22%,295,2169,0.1360073767,Data & IT
Technical Sales,22%,382,2377,0.1607067732,Administrative & Clerical
Technical Sales Representative,22%,198,1424,0.1390449438,Leadership & Strategy
Technology Sales,22%,197,1447,0.1361437457,Medical & Healthcare
Territory Sales Representative,22%,188,1395,0.1347670251,Supply Chain & Logistics
Wine Sales Representative,22%,171,1321,0.1294473883,Law Enforcement
Nurse Extern,21%,133,771,0.1725032425,Construction
Private Duty Nurse,21%,114,1168,0.09760273973,Sales & Marketing
Student Nurse,21%,81,378,0.2142857143,Hospitality
Category Manager,21%,6,46,0.1304347826,Communication & PR
Implementation Manager,20%,291,1948,0.1493839836,Data & IT
Linguist,20%,179,1299,0.1377983064,Administrative & Clerical
Safety Technician,20%,130,1135,0.1145374449,Leadership & Strategy
Trainee,20%,180,1399,0.128663331,Medical & Healthcare
Chief Engineer,20%,6,46,0.1304347826,Supply Chain & Logistics
Cisco Voice Engineer,20%,6,46,0.1304347826,Law Enforcement
City Engineer,20%,6,46,0.1304347826,Construction
Civil Project Engineer,20%,6,46,0.1304347826,Sales & Marketing
Civil Structural Engineer,20%,6,46,0.1304347826,Hospitality
Construction Engineer,20%,6,42,0.1428571429,Communication & PR
Corrosion Engineer,20%,5,40,0.125,Data & IT
Distribution Center Supervisor,20%,9,60,0.15,Administrative & Clerical
Electrical Engineering,20%,163,1181,0.1380186283,Leadership & Strategy
Engineering Consultant,20%,184,1269,0.1449960599,Medical & Healthcare
Engineering Program Manager,20%,194,1364,0.142228739,Supply Chain & Logistics
Entry Level Mechanical Engineer,20%,156,1138,0.1370826011,Law Enforcement
Fire Protection Engineer,20%,141,1086,0.1298342541,Construction
Geotechnical Engineer,20%,156,1150,0.1356521739,Sales & Marketing
Highway Engineer,20%,147,1005,0.1462686567,Hospitality
Industrial Designer,20%,179,1583,0.1130764371,Communication & PR
Junior Mechanical Engineer,20%,153,1112,0.1375899281,Data & IT
Lead Mechanical Engineer,20%,149,997,0.149448345,Administrative & Clerical
Warehouse Clerk,20%,169,1156,0.1461937716,Leadership & Strategy
Warehouse Driver,20%,158,1088,0.1452205882,Medical & Healthcare
Warranty Manager,20%,192,1451,0.1323225362,Supply Chain & Logistics
Yard Laborer,20%,159,1105,0.1438914027,Law Enforcement
Yard Manager,20%,180,1227,0.1466992665,Construction
Yard Supervisor,20%,171,1186,0.1441821248,Sales & Marketing
Career Coach,20%,10,60,0.1666666667,Hospitality
Change Management Consultant,20%,8,54,0.1481481481,Communication & PR
Employment Consultant,20%,216,1431,0.1509433962,Data & IT
Franchise Consultant,20%,217,1454,0.1492434663,Administrative & Clerical
Independent Consultant,20%,294,1860,0.1580645161,Leadership & Strategy
Recruitment Consultant,20%,288,2310,0.1246753247,Medical & Healthcare
Small Business Consultant,20%,260,2020,0.1287128713,Supply Chain & Logistics
Call Center Manager,20%,10,60,0.1666666667,Law Enforcement
Call Center Supervisor,20%,10,60,0.1666666667,Construction
Contact Center Manager,20%,10,60,0.1666666667,Sales & Marketing
Customer Experience Manager,20%,10,60,0.1666666667,Hospitality
Customer Service Consultant,20%,10,60,0.1666666667,Communication & PR
Customer Service Director,20%,10,60,0.1666666667,Data & IT
Customer Service Trainer,20%,10,60,0.1666666667,Administrative & Clerical
Customer Success Manager,20%,10,60,0.1666666667,Leadership & Strategy
Customer Support Specialist,20%,10,60,0.1666666667,Medical & Healthcare
Communications Specialist,20%,9,57,0.1578947368,Supply Chain & Logistics
Content Creator,20%,11,65,0.1692307692,Law Enforcement
Event Specialist,20%,306,1793,0.1706636921,Construction
Graphic Designer,20%,372,2526,0.1472684086,Sales & Marketing
Marketing Administrator,20%,488,3153,0.1547732318,Hospitality
Marketing Assistant,20%,488,3153,0.1547732318,Communication & PR
Marketing Coordinator,20%,492,3169,0.1552540234,Data & IT
Marketing Officer,20%,496,3180,0.1559748428,Administrative & Clerical
Marketing Specialist,20%,281,2181,0.1288399817,Leadership & Strategy
Package Designer,20%,205,1483,0.1382333109,Medical & Healthcare
Promotions Coordinator,20%,261,2125,0.1228235294,Supply Chain & Logistics
Retail Marketing Manager,20%,280,2109,0.1327643433,Law Enforcement
Social Media Assistant,20%,392,2696,0.1454005935,Construction
Social Media Coordinator,20%,402,2716,0.148011782,Sales & Marketing
Product Assistant,20%,221,1866,0.1184351554,Hospitality
Product Specialist,20%,261,2095,0.1245823389,Communication & PR
Project Specialist,20%,244,1720,0.1418604651,Data & IT
Dairy Manager,20%,6,46,0.1304347826,Administrative & Clerical
Grocery Clerk,20%,141,1033,0.1364956438,Leadership & Strategy
Merchandising Manager,20%,179,1144,0.1564685315,Medical & Healthcare
Produce Clerk,20%,104,669,0.1554559043,Supply Chain & Logistics
Retail Assistant,20%,220,1135,0.1938325991,Law Enforcement
Retail Associate,20%,221,1178,0.1876061121,Construction
Retail Clerk,20%,221,1139,0.1940298507,Sales & Marketing
Retail Operations Manager,20%,260,1896,0.1371308017,Hospitality
Retail Supervisor,20%,241,1727,0.1395483497,Communication & PR
Sales Assistant,20%,266,1721,0.1545613016,Data & IT
Store Assistant,20%,210,1097,0.1914311759,Administrative & Clerical
Store Associate,20%,208,1094,0.1901279707,Leadership & Strategy
Store Clerk,20%,208,1094,0.1901279707,Medical & Healthcare
Store Supervisor,20%,221,1317,0.1678056188,Supply Chain & Logistics
Vendor Manager,20%,209,1480,0.1412162162,Law Enforcement
Construction Apprentice,20%,5,40,0.125,Construction
Construction Laborer,20%,5,40,0.125,Sales & Marketing
Construction Project Coordinator,20%,6,46,0.1304347826,Hospitality
Construction Project Manager,20%,6,46,0.1304347826,Communication & PR
Construction Worker,20%,5,40,0.125,Data & IT
Drywall Finisher,20%,39,433,0.09006928406,Administrative & Clerical
Field Operator,20%,114,887,0.1285231116,Leadership & Strategy
Framer,20%,41,439,0.09339407745,Medical & Healthcare
Installation Technician,20%,163,987,0.1651469098,Supply Chain & Logistics
Lineman,20%,100,612,0.1633986928,Law Enforcement
Lineman Apprentice,20%,98,609,0.1609195402,Construction
Pipe Welder,20%,102,1051,0.09705042816,Sales & Marketing
Plant Worker,20%,109,1164,0.09364261168,Hospitality
Claim Adjuster,20%,7,46,0.152173913,Communication & PR
Claims Assistant,20%,7,46,0.152173913,Data & IT
Claims Processor,20%,7,46,0.152173913,Administrative & Clerical
Health Insurance Agent,20%,256,1544,0.1658031088,Leadership & Strategy
Health Insurance Specialist,20%,269,1663,0.1617558629,Medical & Healthcare
Insurance Agent,20%,211,1490,0.1416107383,Supply Chain & Logistics
Insurance Assistant,20%,207,1473,0.1405295316,Law Enforcement
Neurodiagnostic Technologist,20%,147,969,0.1517027864,Construction
Nuclear Pharmacist,20%,143,939,0.1522896699,Sales & Marketing
Nutritionist,20%,147,980,0.15,Hospitality
Occupational Therapy Aide,20%,146,957,0.1525600836,Communication & PR
Occupational Therapy Assistant,20%,152,992,0.1532258065,Data & IT
Oncology Pharmacist,20%,150,946,0.1585623679,Administrative & Clerical
Ophthalmic Assistant,20%,165,961,0.1716961498,Leadership & Strategy
Ophthalmic Technician,20%,171,1364,0.1253665689,Medical & Healthcare
Optometric Assistant,20%,160,955,0.167539267,Supply Chain & Logistics
Optometrist Assistant,20%,146,898,0.1625835189,Law Enforcement
Orderly,20%,103,731,0.1409028728,Construction
Pacu Rn,20%,146,893,0.163493841,Sales & Marketing
Paramedic,20%,109,714,0.1526610644,Hospitality
Patient Care Manager,20%,183,1082,0.1691312384,Communication & PR
Patient Care Technician,20%,177,1150,0.1539130435,Data & IT
Patient Navigator,20%,195,1133,0.172109444,Administrative & Clerical
Patient Sitter,20%,97,648,0.149691358,Leadership & Strategy
Patient Transport,20%,128,819,0.1562881563,Medical & Healthcare
Patient Transporter,20%,129,819,0.1575091575,Supply Chain & Logistics
Pediatric Physician Assistant,20%,154,922,0.1670281996,Law Enforcement
Personal Care Attendant,20%,130,935,0.1390374332,Construction
Pharmaceutical Sales,20%,206,1185,0.1738396624,Sales & Marketing
Pharmacist,20%,133,1367,0.09729334309,Hospitality
Psychiatric Aide,20%,121,1365,0.08864468864,Communication & PR
Psychiatric Technician,20%,124,1368,0.09064327485,Data & IT
Registered Behavior Technician,20%,126,1099,0.1146496815,Administrative & Clerical
Registered Respiratory Therapist,20%,125,1063,0.1175917215,Leadership & Strategy
Rehab Technician,20%,116,962,0.1205821206,Medical & Healthcare
Respiratory Care Practitioner,20%,98,774,0.1266149871,Supply Chain & Logistics
Respiratory Therapist,20%,100,623,0.1605136437,Law Enforcement
Speech Pathologist Assistant,20%,106,709,0.149506347,Construction
Technologist,20%,141,1182,0.1192893401,Sales & Marketing
Travel Cna,20%,141,1241,0.11361805,Hospitality
Veterinary Technician,20%,141,1168,0.1207191781,Communication & PR
Control Room Operator,20%,5,40,0.125,Data & IT
Electric Lineman,20%,69,671,0.1028315946,Administrative & Clerical
Environmental Services Manager,20%,177,1213,0.1459192086,Leadership & Strategy
Facility Maintenance Manager,20%,151,1079,0.139944393,Medical & Healthcare
Floor Technician,20%,54,517,0.1044487427,Supply Chain & Logistics
Groundskeeper,20%,40,281,0.1423487544,Law Enforcement
Gutter,20%,34,427,0.07962529274,Construction
Health And Safety Manager,20%,203,1303,0.1557943208,Sales & Marketing
House Painter,20%,138,1136,0.1214788732,Hospitality
Irrigation Technician,20%,137,922,0.1485900217,Communication & PR
Janitorial Supervisor,20%,136,966,0.1407867495,Data & IT
Journeyman Plumber,20%,114,774,0.1472868217,Administrative & Clerical
Landscape Technician,20%,139,844,0.1646919431,Leadership & Strategy
Lighting Technician,20%,209,1554,0.1344916345,Medical & Healthcare
